arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,abstract_word_count,token_count,unique_token_count,type_token_ratio,author_count,avg_word_length
2102.10056,Molecular Contrastive Learning of Representations via Graph Neural Networks,"Yuyang Wang, Jianren Wang, Zhonglin Cao, Amir Barati Farimani",Computer Science > Machine Learning,"[Submitted on 19 Feb 2021 (v1), last revised 17 Jan 2022 (this version, v2)]","Molecular Machine Learning (ML) bears promise for efficient molecule property prediction and drug discovery. However, labeled molecule data can be expensive and time-consuming to acquire. Due to the limited labeled data, it is a great challenge for supervised-learning ML models to generalize to the giant chemical space. In this work, we present MolCLR: Molecular Contrastive Learning of Representations via Graph Neural Networks (GNNs), a self-supervised learning framework that leverages large unlabeled data (~10M unique molecules). In MolCLR pre-training, we build molecule graphs and develop GNN encoders to learn differentiable representations. Three molecule graph augmentations are proposed: atom masking, bond deletion, and subgraph removal. A contrastive estimator maximizes the agreement of augmentations from the same molecule while minimizing the agreement of different molecules. Experiments show that our contrastive learning framework significantly improves the performance of GNNs on various molecular property benchmarks including both classification and regression tasks. Benefiting from pre-training on the large unlabeled database, MolCLR even achieves state-of-the-art on several challenging benchmarks after fine-tuning. Additionally, further investigations demonstrate that MolCLR learns to embed molecules into representations that can distinguish chemically reasonable molecular similarities.",molecular machine learning ml bears promise efficient molecule property prediction drug discovery labeled molecule data expensive time consuming acquire limited labeled data great challenge supervised learning ml models generalize giant chemical space work present molclr molecular contrastive learning representations graph neural networks gnns self supervised learning framework leverages large unlabeled data 10 m unique molecules molclr pre training build molecule graphs develop gnn encoders learn differentiable representations molecule graph augmentations proposed atom masking bond deletion subgraph removal contrastive estimator maximizes agreement augmentations molecule minimizing agreement different molecules experiments contrastive learning framework significantly improves performance gnns molecular property benchmarks including classification regression tasks benefiting pre training large unlabeled database molclr achieves state art challenging benchmarks fine tuning additionally investigations demonstrate molclr learns embed molecules representations distinguish chemically reasonable molecular similarities,molecular machine learning ml bears promise efficient molecule property prediction drug discovery labeled molecule data expensive time consuming acquire limited labeled data great challenge supervised learning ml models generalize giant chemical space work present molclr molecular contrastive learning representations graph neural networks gnns self supervised learning framework leverages large unlabeled data 10 m unique molecules molclr pre training build molecule graphs develop gnn encoders learn differentiable representations molecule graph augmentations proposed atom masking bond deletion subgraph removal contrastive estimator maximizes agreement augmentations molecule minimizing agreement different molecules experiments contrastive learning framework significantly improves performance gnns molecular property benchmarks including classification regression tasks benefiting pre training large unlabeled database molclr achieves state art challenging benchmarks fine tuning additionally investigations demonstrate molclr learns embed molecules representations distinguish chemically reasonable molecular similarities,183,129,93,0.7209,4,7.75968992248062
